Production Year,Car Mileage,Cost,Id
2020,69160,40000,1248
1978,299626,40000,1249
2007,193257,40000,1250
1996,211092,40000,1251
1992,227821,40000,1252
1987,159004,3000,1253
2023,233112,3000,1254
1983,91688,40000,1255
2007,229528,40000,1256
2006,211677,40000,1257
1979,118410,3000,1258
2013,68938,3000,1259
2001,37685,40000,1260
2009,172312,3000,1261
1974,177859,3000,1262
1991,282220,40000,1263
1972,181960,40000,1264
2004,157609,40000,1265
1975,211282,40000,1266
1987,82820,3000,1267
2020,160864,40000,1268
2001,172188,3000,1269
2014,54807,3000,1270
1990,178408,3000,1271
1996,269465,40000,1272
1972,134431,40000,1273
2012,90759,3000,1274
1983,91434,3000,1275
2022,172093,3000,1276
2002,280622,40000,1277
1998,48926,40000,1278
1970,260980,40000,1279
1992,24609,3000,1280
1995,243757,40000,1281
2007,182498,3000,1282
2020,274041,3000,1283
2008,215048,3000,1284
2016,291802,40000,1285
1971,100902,40000,1286
1985,60737,3000,1287
2016,17191,40000,1288
2022,23246,3000,1289
1979,284615,3000,1290
1986,210400,40000,1291
2002,195357,40000,1292
1986,45622,3000,1293
2011,86392,3000,1294
2010,230498,40000,1295
1986,82659,40000,1296
1977,62053,3000,1297
1992,258631,3000,1298
2022,4491,3000,1299
1970,36293,40000,1300
1976,62298,40000,1301
1999,2979,3000,1302
2020,141594,40000,1303
2009,186962,3000,1304
2019,155271,40000,1305
1973,285152,40000,1306
1980,15308,3000,1307
1974,193931,40000,1308
1999,14470,3000,1309
1979,133793,3000,1310
1971,239142,40000,1311
2016,80221,40000,1312
1994,43001,40000,1313
2013,171426,40000,1314
1983,174370,3000,1315
2017,179115,3000,1316
2014,238527,40000,1317
1977,298781,3000,1318
2023,19163,3000,1319
1990,152470,3000,1320
2021,150292,40000,1321
1986,217814,40000,1322
2011,97785,3000,1323
1979,16905,3000,1324
2006,25245,40000,1325
1974,62740,3000,1326
2007,178162,3000,1327
2021,8007,3000,1328
2000,134039,40000,1329
1994,26977,40000,1330
1987,189275,40000,1331
2000,284069,40000,1332
1993,292885,40000,1333
1979,186004,3000,1334
2010,85201,3000,1335
2020,250197,40000,1336
2002,280399,3000,1337
2003,160656,3000,1338
1988,1919,40000,1339
1990,88617,40000,1340
2021,77844,40000,1341
1975,226067,40000,1342
2016,157240,40000,1343
2008,209296,40000,1344
1975,225036,40000,1345
2022,73591,40000,1346
1995,32569,40000,1347
1976,255857,40000,1348
1998,151940,3000,1349
1971,161100,40000,1350
1992,264645,3000,1351
1997,248133,40000,1352
1978,201917,3000,1353
2016,80687,40000,1354
2022,208686,40000,1355
1976,241606,40000,1356
1984,4986,3000,1357
2023,244526,3000,1358
2003,176143,3000,1359
2002,287175,3000,1360
1999,47228,3000,1361
2002,253680,40000,1362
2005,231626,40000,1363
2009,167428,3000,1364
1982,288759,40000,1365
1991,203721,3000,1366
1995,190066,40000,1367
2010,63332,3000,1368
2003,161177,40000,1369
1976,28138,40000,1370
2010,56552,40000,1371
2003,225719,40000,1372
2012,100491,3000,1373
1971,175623,40000,1374
1998,74839,3000,1375
1991,259622,3000,1376
1987,65445,3000,1377
1975,23028,3000,1378
1983,201566,3000,1379
1999,106550,3000,1380
1995,127518,40000,1381
2009,253005,40000,1382
1996,76692,40000,1383
1983,187795,40000,1384
1983,272369,3000,1385
1989,161649,40000,1386
1981,184519,3000,1387
2002,246062,40000,1388
2018,93635,3000,1389
2002,70831,3000,1390
2023,226667,40000,1391
1998,229133,3000,1392
2017,130117,40000,1393
1998,235336,3000,1394
1970,28075,3000,1395
1986,290280,40000,1396
1989,79121,40000,1397
1991,193827,3000,1398
2015,29289,40000,1399
2013,154342,40000,1400
1978,281781,3000,1401
1982,269799,40000,1402
1990,278026,40000,1403
2001,253139,3000,1404
1990,283668,40000,1405
2016,269900,40000,1406
2019,78039,40000,1407
1985,52706,3000,1408
1984,262551,3000,1409
1990,88091,3000,1410
1997,113714,3000,1411
2013,115000,40000,1412
1989,263186,3000,1413
2005,10170,40000,1414
1972,235986,3000,1415
2004,261651,40000,1416
1982,284315,40000,1417
1996,296062,40000,1418
1983,208359,40000,1419
1996,148674,3000,1420
2006,136238,3000,1421
2001,8256,3000,1422
1996,15353,3000,1423
1972,175084,3000,1424
2000,158459,3000,1425
1974,109075,3000,1426
1981,254147,40000,1427
2006,167788,3000,1428
1980,131592,3000,1429
1980,102062,3000,1430
2023,45524,40000,1431
1986,149761,3000,1432
2000,39580,3000,1433
1981,122133,40000,1434
1972,17149,40000,1435
2012,166302,3000,1436
2001,267513,40000,1437
2021,118884,40000,1438
1970,127580,40000,1439
1994,129074,3000,1440
2012,185195,3000,1441
1982,24461,40000,1442
2008,207267,40000,1443
1997,114737,40000,1444
1992,299212,40000,1445
2018,52597,40000,1446
1995,194628,40000,1447
1982,67445,40000,1448
1978,175526,3000,1449
2020,111876,40000,1450
2007,184772,3000,1451
1990,40574,3000,1452
1974,183187,3000,1453
1999,283971,3000,1454
1978,289098,3000,1455
1996,273214,3000,1456
2014,286169,3000,1457
2001,147919,40000,1458
1971,52155,40000,1459
1989,6857,40000,1460
2022,238241,3000,1461
1999,28276,3000,1462
1987,176382,3000,1463
2015,36045,40000,1464
1973,94295,3000,1465
1998,269579,40000,1466
2007,162766,40000,1467
2008,192392,40000,1468
2019,205952,3000,1469
1995,212095,3000,1470
2005,51225,3000,1471
1977,197813,40000,1472
2004,161854,3000,1473
2008,282981,3000,1474
1999,71206,40000,1475
2013,192405,40000,1476
1972,184497,3000,1477
1976,134237,40000,1478
1989,243712,3000,1479
2015,285747,40000,1480
1972,224938,3000,1481
2004,7305,40000,1482
1983,212141,3000,1483
2023,144679,40000,1484
1987,35369,40000,1485
1992,52225,3000,1486
1983,152383,3000,1487
1974,230451,40000,1488
2006,103479,40000,1489
1988,274001,3000,1490
1992,161579,3000,1491
1995,224219,40000,1492
1987,69681,40000,1493
1997,182220,40000,1494
2007,41433,40000,1495
2011,280254,40000,1496
1991,154111,3000,1497
1971,206811,40000,1498
2022,107389,3000,1499
1991,60722,40000,1500
1988,87606,3000,1501
1994,250646,3000,1502
1981,75817,40000,1503
1978,161826,40000,1504
1977,157455,3000,1505
2009,167707,40000,1506
2023,67376,3000,1507
2008,215804,40000,1508
1991,287440,40000,1509
1979,141422,3000,1510
1972,206130,3000,1511
2019,127042,3000,1512
2023,126192,3000,1513
1979,195368,3000,1514
1977,278216,40000,1515
2007,297778,3000,1516
2000,99204,40000,1517
2017,80892,3000,1518
1977,223653,3000,1519
1992,130328,40000,1520
2004,229367,40000,1521
2017,31343,40000,1522
1994,216356,40000,1523
1979,239583,40000,1524
2014,175756,3000,1525
2011,164025,3000,1526
1976,226307,40000,1527
1997,232312,3000,1528
2019,88950,40000,1529
1981,58142,40000,1530
1976,68818,3000,1531
2018,139948,40000,1532
2011,297507,40000,1533
1985,94676,40000,1534
1980,121892,3000,1535
1978,25006,3000,1536
1982,189385,40000,1537
1995,56512,40000,1538
2022,236812,40000,1539
1990,240422,40000,1540
2008,70606,40000,1541
1985,173943,3000,1542
1992,211426,3000,1543
1984,260276,40000,1544
2019,282812,40000,1545
2008,120175,3000,1546
2008,200643,3000,1547
2022,250854,3000,1548
1987,137321,3000,1549
2013,171160,40000,1550
2011,268076,40000,1551
2008,104224,3000,1552
2011,263028,40000,1553
1976,160003,40000,1554
2020,249340,40000,1555
2012,139929,3000,1556
2013,8789,40000,1557
1984,52464,40000,1558
1971,61554,40000,1559
1999,18188,40000,1560
1980,227287,40000,1561
1982,40444,40000,1562
1971,37755,3000,1563
2020,36878,3000,1564
1977,15773,40000,1565
2023,185797,3000,1566
1984,114573,3000,1567
1992,177623,3000,1568
1972,230735,3000,1569
2012,182956,40000,1570
2023,143779,3000,1571
1972,246310,3000,1572
2016,46928,3000,1573
1997,294652,3000,1574
1987,132726,3000,1575
2012,271643,40000,1576
2013,137049,3000,1577
2001,290738,40000,1578
1986,88399,3000,1579
2020,190344,3000,1580
1998,201886,40000,1581
2009,129863,3000,1582
1992,144593,40000,1583
1988,20708,40000,1584
1984,5919,40000,1585
1987,176154,40000,1586
2008,216293,40000,1587
2013,153937,3000,1588
2000,262950,3000,1589
2011,273748,40000,1590
1995,282666,40000,1591
2003,77037,3000,1592
2015,72677,3000,1593
1982,176836,40000,1594
1995,215589,3000,1595
1972,134396,40000,1596
1988,276105,3000,1597
2002,48264,3000,1598
1973,4397,3000,1599
2007,98243,3000,1600
2005,88822,3000,1601
2015,237346,3000,1602
2018,136227,3000,1603
2013,229057,40000,1604
2021,146481,40000,1605
1998,10220,40000,1606
1981,204738,3000,1607
1980,175803,40000,1608
2011,19960,3000,1609
1981,180317,40000,1610
2004,165925,3000,1611
1989,260272,3000,1612
2010,272504,40000,1613
1997,127219,40000,1614
1999,298327,3000,1615
1997,14429,40000,1616
1976,220204,3000,1617
1975,119261,40000,1618
1999,36777,3000,1619
1984,40797,40000,1620
1976,25644,40000,1621
1993,153046,3000,1622
2014,53783,40000,1623
2017,247941,40000,1624
2004,164366,40000,1625
1995,126156,3000,1626
2006,95534,3000,1627
1973,109797,3000,1628
2005,140784,3000,1629
1986,243549,3000,1630
1975,19843,40000,1631
2010,155191,40000,1632
1987,125069,40000,1633
2004,171074,3000,1634
1980,96594,3000,1635
2014,119971,3000,1636
1990,111071,40000,1637
1992,90893,3000,1638
2008,189096,3000,1639
1995,69662,3000,1640
1976,91033,3000,1641
1978,243337,3000,1642
2020,127901,3000,1643
1996,210935,3000,1644
2019,35151,3000,1645
2015,293197,3000,1646
1990,150006,3000,1647
2000,252174,3000,1648
2023,178152,3000,1649
1997,216419,40000,1650
1999,281090,3000,1651
1974,5826,3000,1652
1989,92937,3000,1653
2013,208938,40000,1654
1986,65549,40000,1655
2023,77658,3000,1656
1974,50381,3000,1657
1983,62975,3000,1658
1992,291895,40000,1659
1975,238161,3000,1660
2010,75746,3000,1661
2000,244710,40000,1662
1977,277363,40000,1663
1989,61915,40000,1664
1985,97597,3000,1665
1980,229431,3000,1666
1972,299278,40000,1667
1986,266114,3000,1668
1972,223155,3000,1669
1995,122840,40000,1670
2008,285037,3000,1671
1999,230391,3000,1672
2011,33076,3000,1673
2015,112424,40000,1674
2013,258312,3000,1675
1995,68,3000,1676
1979,268775,40000,1677
1987,6443,40000,1678
1990,215485,3000,1679
1979,33891,3000,1680
1977,74677,3000,1681
1988,243603,40000,1682
1997,46406,3000,1683
2001,119034,40000,1684
2006,241707,3000,1685
1973,274780,3000,1686
1996,183081,40000,1687
1995,285462,40000,1688
2021,214118,40000,1689
1979,192570,3000,1690
1978,13852,3000,1691
2016,54442,40000,1692
1988,290103,3000,1693
2013,225886,40000,1694
1997,101703,40000,1695
2001,4044,3000,1696
1988,224997,3000,1697
2013,236991,3000,1698
2019,284748,3000,1699
1983,209233,40000,1700
1984,179663,3000,1701
2005,293830,40000,1702
1995,34922,40000,1703
1995,6271,40000,1704
2012,202246,40000,1705
2017,90742,3000,1706
2004,24079,40000,1707
2006,41186,40000,1708
1972,4068,3000,1709
1995,131492,3000,1710
2008,246969,40000,1711
2016,162639,3000,1712
2005,55410,3000,1713
2021,123066,40000,1714
2007,203401,40000,1715
1970,81470,40000,1716
1990,297724,40000,1717
1987,67892,3000,1718
1978,36884,40000,1719
2019,211543,3000,1720
2014,148653,3000,1721
2000,231924,3000,1722
2003,263441,40000,1723
2004,162389,40000,1724
1989,164811,3000,1725
2012,86489,3000,1726
2002,292807,3000,1727
1972,283359,3000,1728
1973,156188,40000,1729
1975,148805,3000,1730
2023,68542,3000,1731
2011,149151,3000,1732
2006,82955,3000,1733
1999,101293,40000,1734
2006,150301,40000,1735
2010,256610,3000,1736
1985,176025,3000,1737
1983,225390,3000,1738
1994,96885,3000,1739
1988,187564,40000,1740
2006,169277,40000,1741
1971,217571,40000,1742
1989,257837,40000,1743
2021,242403,3000,1744
2018,83232,40000,1745
2003,270936,3000,1746
2023,245376,3000,1747
1994,207453,40000,1748
1977,21664,40000,1749
2021,152424,40000,1750
2020,39093,3000,1751
1983,78283,3000,1752
1989,54366,40000,1753
1992,61946,40000,1754
2010,108208,40000,1755
1991,174113,40000,1756
2005,215076,40000,1757
2022,266824,40000,1758
2005,228838,3000,1759
2010,250009,40000,1760
2002,65047,40000,1761
1999,94681,40000,1762
2003,171383,40000,1763
2007,294811,3000,1764
1989,194549,40000,1765
1985,56316,3000,1766
2011,32792,3000,1767
2023,200733,40000,1768
1999,113994,3000,1769
1973,56392,40000,1770
2003,234036,40000,1771
1971,228713,3000,1772
1978,182933,3000,1773
2008,92992,3000,1774
1979,193495,40000,1775
1985,241785,3000,1776
1999,16328,3000,1777
2019,8624,3000,1778
2013,261579,3000,1779
1971,61441,40000,1780
1983,87621,40000,1781
2001,172473,40000,1782
1979,15828,3000,1783
1981,72016,40000,1784
2014,265358,3000,1785
2000,46734,3000,1786
1973,114948,40000,1787
1970,144358,40000,1788
2022,53046,3000,1789
1973,289702,40000,1790
1996,210101,40000,1791
1983,235686,40000,1792
1977,130433,40000,1793
1999,119194,40000,1794
1976,199690,40000,1795
1999,35270,3000,1796
2002,131873,40000,1797
2013,297379,40000,1798
1994,254325,40000,1799
1988,216440,3000,1800
1999,160198,40000,1801
1989,139200,40000,1802
2015,224635,40000,1803
2010,102338,3000,1804
1976,225423,40000,1805
2005,88851,3000,1806
2019,239327,3000,1807
1989,30023,40000,1808
1988,234495,40000,1809
2023,34195,40000,1810
1995,135351,40000,1811
2019,265431,3000,1812
2021,228724,40000,1813
2011,58532,3000,1814
1976,55214,3000,1815
1983,291721,40000,1816
2015,118303,3000,1817
1974,270924,3000,1818
1999,85345,3000,1819
2007,290582,3000,1820
2022,38461,3000,1821
1986,242303,40000,1822
1979,125183,40000,1823
2016,270339,3000,1824
2012,188629,40000,1825
2015,111593,3000,1826
1980,187358,40000,1827
1993,170206,3000,1828
1996,212165,40000,1829
1986,176639,40000,1830
1974,146987,40000,1831
1986,265210,40000,1832
1977,197847,40000,1833
1986,55352,3000,1834
2001,174616,40000,1835
1982,118956,40000,1836
1975,289696,40000,1837
2006,253256,40000,1838
1978,115523,40000,1839
1978,193287,40000,1840
2020,65077,40000,1841
2013,178429,3000,1842
2021,246330,40000,1843
1987,68936,3000,1844
1990,86171,40000,1845
1975,200045,3000,1846
1999,89188,40000,1847
2004,25331,3000,1848
1970,184237,3000,1849
1988,136587,3000,1850
1982,164445,40000,1851
2015,226829,3000,1852
2018,27248,3000,1853
1989,114966,3000,1854
1998,226166,40000,1855
1989,27985,40000,1856
2021,84206,40000,1857
2004,297843,40000,1858
2012,91701,40000,1859
2013,155386,40000,1860
1997,232325,3000,1861
1998,170689,40000,1862
2003,36846,40000,1863
2015,209677,40000,1864
1997,275792,3000,1865
1974,143210,3000,1866
1971,173155,3000,1867
1987,180342,3000,1868
1995,37464,40000,1869
2019,201562,3000,1870
1992,51489,40000,1871
1977,132080,3000,1872
2020,194534,40000,1873
2014,276301,40000,1874
2021,16828,3000,1875
2014,110389,3000,1876
1972,251215,40000,1877
1991,100652,3000,1878
2000,43849,3000,1879
2008,198596,40000,1880
2010,145844,3000,1881
1995,141303,3000,1882
2019,61620,40000,1883
1999,291217,3000,1884
1982,70541,40000,1885
2023,131760,40000,1886
1997,28618,40000,1887
2021,273664,40000,1888
2002,71774,3000,1889
2022,2009,3000,1890
1981,40418,3000,1891
1973,96430,40000,1892
1982,262786,40000,1893
2021,198731,3000,1894
2016,206945,3000,1895
2002,4544,3000,1896
2013,37807,40000,1897
1980,22062,3000,1898
1999,216311,40000,1899
1990,71480,3000,1900
2019,257988,40000,1901
1993,55204,40000,1902
1971,5586,40000,1903
1975,98052,3000,1904
1995,131420,40000,1905
1988,115639,3000,1906
1992,86671,40000,1907
2000,85334,3000,1908
1975,21174,3000,1909
1979,173527,40000,1910
2003,12370,40000,1911
1985,205944,40000,1912
1971,102760,40000,1913
2003,266553,40000,1914
1993,98338,40000,1915
1995,10014,40000,1916
1977,63508,40000,1917
1991,224970,40000,1918
2016,127091,3000,1919
1997,150642,40000,1920
2003,82915,3000,1921
1985,298626,3000,1922
2015,104578,40000,1923
1987,73266,3000,1924
1990,188568,40000,1925
1984,4336,3000,1926
1997,73680,40000,1927
2012,205575,40000,1928
2019,89577,3000,1929
1987,65587,40000,1930
2001,227364,40000,1931
1982,113077,40000,1932
1978,257476,3000,1933
1976,240533,3000,1934
1979,146806,40000,1935
1990,55057,40000,1936
1974,52906,3000,1937
2007,224632,40000,1938
2013,5331,40000,1939
1973,240675,3000,1940
2022,204391,40000,1941
2017,97578,40000,1942
1982,127689,40000,1943
1986,180829,3000,1944
1979,144675,3000,1945
1970,142997,3000,1946
2012,164042,3000,1947
2016,75902,3000,1948
1979,291669,40000,1949
2012,108120,40000,1950
2013,5436,40000,1951
1975,278989,3000,1952
2006,73567,3000,1953
1988,141011,40000,1954
1976,4980,3000,1955
1981,4487,3000,1956
2020,27657,3000,1957
1996,279141,3000,1958
2005,222764,3000,1959
1978,226772,40000,1960
2003,197481,40000,1961
2000,297305,40000,1962
1997,39553,3000,1963
2022,278544,40000,1964
1980,206132,3000,1965
1993,263071,40000,1966
1995,199671,3000,1967
2014,205664,3000,1968
1971,42317,3000,1969
2005,226029,3000,1970
2009,266183,3000,1971
2002,232471,40000,1972
2010,120788,3000,1973
1990,196946,40000,1974
2011,86731,3000,1975
1972,102450,3000,1976
1986,131010,40000,1977
1971,145957,3000,1978
2000,215671,3000,1979
1985,192667,3000,1980
1981,18524,40000,1981
2013,185042,40000,1982
2002,138088,3000,1983
2021,114335,3000,1984
1970,31976,40000,1985
1992,79382,40000,1986
2016,42591,40000,1987
1992,176417,3000,1988
2014,115719,3000,1989
2000,246099,3000,1990
1997,214544,40000,1991
1974,130436,3000,1992
1982,87562,40000,1993
2021,244963,3000,1994
1989,245581,3000,1995
1982,208296,3000,1996
1974,215094,3000,1997
1991,31359,3000,1998
1972,292405,3000,1999
1981,35784,3000,2000
1980,147618,3000,2001
2005,26748,40000,2002
2012,166735,3000,2003
1982,27829,40000,2004
1988,278813,40000,2005
2018,35929,3000,2006
2014,255553,3000,2007
2006,213996,40000,2008
1987,246562,40000,2009
1989,34141,40000,2010
1999,8003,40000,2011
2023,62872,3000,2012
2000,227271,3000,2013
2008,270391,40000,2014
2022,8197,3000,2015
2021,197894,40000,2016
1979,251546,3000,2017
1979,46599,40000,2018
1970,131197,40000,2019
2018,142465,40000,2020
2001,73393,40000,2021
1979,93907,3000,2022
2017,256586,3000,2023
2015,104631,40000,2024
1970,204136,40000,2025
1989,103785,40000,2026
1984,298073,40000,2027
1984,239684,3000,2028
1984,124559,40000,2029
2010,115475,3000,2030
1980,33151,3000,2031
1989,55346,40000,2032
2010,158452,40000,2033
1978,207572,40000,2034
1981,100859,3000,2035
2009,165572,3000,2036
1987,278526,3000,2037
1974,189833,3000,2038
2020,299905,3000,2039
1981,293569,3000,2040
1980,44831,3000,2041
1978,295072,40000,2042
1997,294574,3000,2043
1971,111373,3000,2044
1972,226561,3000,2045
1976,146801,3000,2046
1987,130455,3000,2047
2005,91405,40000,2048
1991,215929,3000,2049
2016,246163,40000,2050
1986,111005,40000,2051
2006,224985,40000,2052
2018,95641,3000,2053
2021,50917,40000,2054
2003,237110,40000,2055
1993,15187,3000,2056
1979,209240,3000,2057
2013,2698,40000,2058
1992,203083,40000,2059
1982,175203,3000,2060
2016,143308,3000,2061
1993,231048,40000,2062
1989,191781,3000,2063
2011,189525,3000,2064
1979,55510,3000,2065
2009,241929,40000,2066
2001,41324,40000,2067
1996,239567,3000,2068
1982,144654,40000,2069
1988,79162,3000,2070
2021,142949,40000,2071
1970,16874,3000,2072
1970,297255,3000,2073
1976,142703,40000,2074
1991,4639,40000,2075
1997,153365,40000,2076
2013,248157,40000,2077
1989,128343,3000,2078
1979,288346,3000,2079
1983,62301,40000,2080
1998,78506,3000,2081
1993,205174,40000,2082
