Id,Row1,Row2,Row3,Cost1,Cost2
872,A,B1,F11,3000,252176
873,A,C1,C11,3000,271151
874,D,D1,C11,40000,88847
875,E,D1,D11,40000,296025
876,B,D1,F11,3000,132857
877,F,E1,A11,40000,284309
878,E,A1,D11,40000,268302
879,A,F1,B11,40000,180210
880,E,F1,D11,3000,87213
881,F,C1,C11,40000,178352
882,B,D1,A11,3000,250254
883,E,F1,A11,3000,50232
884,B,C1,C11,40000,213621
885,C,B1,A11,3000,2127
886,D,D1,E11,40000,32032
887,E,D1,D11,3000,254514
888,E,C1,E11,40000,27183
889,E,E1,B11,40000,8949
890,B,F1,C11,40000,13727
891,A,C1,D11,3000,145406
892,B,F1,A11,40000,260641
893,E,C1,B11,3000,187636
894,D,C1,A11,40000,180052
895,F,E1,A11,3000,74568
896,B,E1,B11,40000,270293
897,D,E1,C11,40000,218048
898,C,A1,B11,3000,53858
899,A,E1,B11,40000,52245
900,A,A1,A11,40000,214998
901,B,D1,D11,40000,44193
902,B,D1,A11,40000,298036
903,E,B1,E11,40000,102778
904,C,A1,F11,40000,296590
905,A,A1,D11,3000,26166
906,F,D1,D11,40000,287807
907,E,C1,B11,40000,61094
908,F,F1,F11,3000,176956
909,C,E1,E11,40000,70480
910,C,B1,B11,3000,37377
911,B,C1,E11,40000,277363
912,D,B1,B11,40000,3678
913,A,E1,D11,3000,31025
914,A,B1,A11,3000,162089
915,C,F1,C11,40000,252661
916,F,F1,F11,3000,217075
917,B,D1,C11,3000,7095
918,C,E1,C11,3000,232374
919,F,C1,B11,40000,134519
920,B,B1,B11,40000,247366
921,B,E1,A11,3000,236628
922,D,B1,A11,3000,28413
923,E,E1,F11,40000,2104
924,D,B1,F11,3000,143892
925,A,B1,B11,3000,193939
926,A,B1,A11,40000,292899
927,E,C1,A11,3000,157988
928,A,D1,F11,3000,168977
929,B,A1,A11,40000,56688
930,C,E1,C11,40000,248147
931,F,A1,A11,3000,241101
932,D,A1,F11,3000,18119
933,E,E1,C11,40000,99826
934,B,F1,C11,40000,4835
935,A,F1,E11,3000,161095
936,F,A1,A11,3000,128589
937,C,E1,A11,3000,22937
938,F,F1,C11,3000,167241
939,E,C1,D11,40000,13546
940,F,D1,C11,40000,84798
941,E,D1,D11,40000,231327
942,F,C1,E11,3000,247578
943,E,F1,E11,3000,30368
944,C,F1,E11,40000,226172
945,A,E1,B11,3000,143469
946,A,B1,F11,40000,112167
947,C,B1,E11,40000,159945
948,E,D1,C11,3000,231337
949,B,D1,B11,40000,264367
950,E,A1,B11,40000,136049
951,D,E1,E11,40000,169119
952,B,B1,A11,3000,275693
953,D,B1,D11,40000,260943
954,B,C1,B11,40000,53935
955,D,C1,F11,3000,112446
956,D,B1,B11,3000,41968
957,B,A1,A11,3000,294013
958,E,C1,E11,40000,237627
959,D,E1,B11,40000,46368
960,D,C1,F11,40000,268951
961,D,D1,A11,3000,263610
962,E,B1,B11,3000,299230
963,D,F1,E11,3000,22119
964,B,A1,E11,3000,135023
965,E,D1,F11,3000,51861
966,E,F1,B11,3000,135879
967,A,F1,B11,3000,25237
968,B,C1,F11,3000,110773
969,B,E1,B11,40000,269001
970,B,E1,B11,3000,128029
971,D,F1,D11,40000,53923
972,B,E1,F11,3000,249495
973,D,E1,D11,40000,56269
974,A,A1,F11,3000,75925
975,C,F1,B11,3000,261030
976,F,A1,D11,40000,202434
977,C,E1,E11,40000,62837
978,A,C1,E11,3000,262047
979,B,B1,B11,40000,152477
980,E,B1,E11,40000,53575
981,E,F1,B11,3000,55835
982,B,E1,A11,3000,186853
983,B,E1,F11,40000,212050
984,F,B1,A11,40000,156661
985,C,E1,E11,3000,115176
986,D,F1,D11,3000,240683
987,A,E1,D11,3000,86076
988,E,B1,F11,40000,101479
989,F,C1,C11,3000,132815
990,A,B1,B11,40000,104961
991,A,D1,E11,40000,169416
992,A,A1,A11,40000,65943
993,F,B1,A11,3000,280642
994,D,C1,A11,40000,103848
995,F,A1,B11,3000,217382
996,E,A1,E11,3000,204796
997,F,F1,B11,40000,173015
998,A,D1,E11,40000,193314
999,E,A1,A11,40000,278110
1000,E,B1,A11,40000,125891
1001,B,F1,F11,40000,256561
1002,B,C1,D11,3000,35175
1003,F,E1,A11,3000,141936
1004,B,E1,E11,3000,232462
1005,C,C1,C11,40000,152128
1006,A,C1,F11,3000,211422
1007,C,F1,A11,3000,181886
1008,B,A1,E11,3000,223879
1009,D,B1,A11,3000,19331
1010,B,D1,A11,40000,98011
1011,A,A1,D11,3000,236456
1012,F,B1,B11,3000,66789
1013,F,E1,D11,3000,285546
1014,C,E1,A11,3000,115933
1015,C,B1,B11,40000,80340
1016,A,B1,A11,40000,154091
1017,D,E1,E11,3000,208912
1018,F,B1,E11,40000,34556
1019,A,C1,A11,40000,168724
1020,D,D1,D11,40000,174573
1021,D,C1,D11,3000,138046
1022,C,A1,C11,40000,84891
1023,D,A1,B11,40000,118893
1024,F,E1,B11,3000,179925
1025,D,F1,F11,3000,171836
1026,D,E1,E11,40000,82283
1027,B,F1,D11,40000,233703
1028,D,E1,E11,3000,22315
1029,B,F1,E11,40000,21239
1030,D,A1,C11,3000,84595
1031,D,D1,C11,3000,294363
1032,B,A1,B11,3000,146502
1033,B,F1,B11,3000,12710
1034,F,D1,B11,3000,175403
1035,D,D1,D11,40000,217961
1036,D,F1,F11,40000,217329
1037,D,C1,C11,3000,171316
1038,F,B1,B11,3000,126184
1039,A,B1,A11,3000,142353
1040,F,F1,E11,40000,38627
1041,C,A1,F11,40000,115251
1042,D,B1,B11,3000,64230
1043,C,F1,E11,40000,142599
1044,D,F1,D11,40000,172508
1045,E,E1,D11,3000,236148
1046,B,A1,E11,3000,116642
1047,D,A1,A11,3000,189741
1048,D,A1,B11,3000,129940
1049,C,E1,C11,3000,238122
1050,F,D1,E11,3000,114931
1051,B,A1,D11,40000,284761
1052,B,E1,C11,40000,171247
1053,C,E1,F11,3000,219973
1054,F,A1,A11,40000,78165
1055,F,C1,C11,40000,94577
1056,E,C1,A11,40000,163383
1057,B,F1,A11,40000,79816
1058,C,C1,B11,3000,59577
1059,F,C1,A11,3000,94476
1060,D,C1,B11,40000,204727
1061,F,B1,F11,40000,128002
1062,A,A1,C11,40000,89669
1063,A,D1,F11,40000,93238
1064,D,F1,E11,3000,138602
1065,D,C1,B11,40000,176883
1066,B,D1,F11,40000,241170
1067,E,B1,F11,40000,59808
1068,C,A1,B11,3000,8768
1069,F,A1,A11,40000,115703
1070,B,A1,F11,40000,103369
1071,A,B1,E11,3000,119959
1072,B,A1,D11,40000,258556
1073,A,D1,F11,40000,94275
1074,D,E1,E11,3000,115909
1075,F,B1,F11,40000,218632
1076,E,A1,E11,40000,126265
1077,D,D1,A11,3000,211365
1078,C,A1,B11,40000,24428
1079,F,A1,A11,3000,144663
1080,D,F1,E11,3000,114281
1081,A,B1,E11,3000,67165
1082,E,C1,F11,3000,173453
1083,B,D1,D11,40000,155805
1084,A,E1,E11,3000,289291
1085,E,F1,B11,40000,214409
1086,C,B1,D11,40000,243982
1087,A,E1,F11,40000,242405
1088,E,F1,A11,40000,148333
1089,D,F1,E11,3000,261704
1090,A,B1,D11,40000,143848
1091,E,D1,F11,3000,173919
1092,A,B1,B11,3000,251681
1093,A,F1,A11,40000,220514
1094,F,A1,B11,40000,105453
1095,B,F1,F11,3000,299786
1096,E,A1,F11,40000,218664
1097,A,F1,D11,40000,272432
1098,A,D1,A11,3000,16755
1099,A,E1,E11,3000,253265
1100,C,C1,A11,3000,114825
1101,F,E1,A11,3000,58731
1102,D,F1,C11,3000,84801
1103,B,B1,C11,40000,218156
1104,C,F1,B11,3000,191785
1105,D,F1,F11,40000,987
1106,F,C1,B11,40000,40222
1107,D,A1,A11,3000,238224
1108,F,F1,C11,40000,255298
1109,E,A1,C11,3000,95930
1110,A,D1,E11,40000,230751
1111,D,D1,B11,40000,77890
1112,E,D1,E11,3000,9006
1113,F,C1,A11,3000,19511
1114,E,D1,F11,40000,46753
1115,F,D1,E11,3000,193626
1116,B,A1,B11,3000,191277
1117,D,F1,B11,3000,39681
1118,F,E1,E11,3000,41721
1119,F,A1,D11,3000,223613
1120,E,B1,A11,40000,298960
1121,A,D1,C11,40000,221912
1122,E,B1,A11,40000,73586
1123,B,E1,B11,40000,279041
1124,E,C1,D11,40000,268005
1125,A,A1,B11,3000,10700
1126,E,A1,C11,40000,63623
1127,D,C1,C11,40000,18068
1128,D,B1,A11,3000,11455
1129,E,F1,D11,40000,347
1130,B,C1,D11,3000,191217
1131,A,F1,A11,3000,265576
1132,E,A1,F11,3000,212300
1133,F,E1,A11,40000,111081
1134,E,A1,E11,40000,135970
1135,B,F1,F11,40000,169919
1136,B,D1,B11,3000,13023
1137,F,A1,E11,3000,108253
1138,A,B1,B11,3000,238992
1139,C,C1,E11,3000,211493
1140,D,B1,B11,3000,140262
1141,F,B1,D11,40000,210566
1142,B,E1,F11,3000,175491
1143,E,B1,F11,3000,241985
1144,A,F1,E11,3000,83205
1145,F,F1,B11,40000,83069
1146,E,A1,A11,40000,53874
1147,A,C1,B11,3000,269281
1148,C,E1,C11,3000,223745
1149,A,E1,B11,40000,237735
1150,C,C1,A11,40000,281213
1151,A,C1,B11,40000,253995
1152,D,D1,A11,3000,186137
1153,C,B1,A11,40000,39534
1154,E,E1,D11,40000,145755
1155,A,A1,A11,40000,58080
1156,C,F1,C11,40000,207684
1157,B,E1,E11,3000,287191
1158,B,E1,C11,3000,83959
1159,F,C1,C11,40000,33839
1160,A,E1,B11,3000,106379
1161,C,B1,E11,40000,208364
1162,C,F1,D11,40000,229884
1163,B,D1,D11,3000,204096
1164,E,F1,F11,3000,32050
1165,F,B1,B11,40000,216930
1166,E,B1,D11,40000,86584
1167,C,A1,E11,3000,19950
1168,C,A1,F11,3000,74158
1169,A,A1,E11,40000,293464
1170,E,C1,B11,3000,32569
1171,F,B1,F11,40000,214643
1172,C,A1,B11,3000,88897
1173,F,E1,D11,40000,33702
1174,E,F1,B11,3000,181526
1175,C,E1,C11,3000,261131
1176,B,D1,D11,40000,261223
1177,B,E1,A11,3000,271263
1178,E,A1,C11,3000,43398
1179,A,F1,E11,3000,66525
1180,C,C1,E11,40000,227197
1181,A,A1,B11,40000,189771
1182,D,F1,A11,3000,88114
1183,E,C1,E11,40000,89068
1184,D,C1,A11,40000,284412
1185,E,C1,F11,40000,267507
1186,F,E1,C11,3000,226473
1187,C,F1,E11,40000,295195
1188,B,B1,F11,40000,120372
1189,D,B1,A11,3000,113791
1190,F,E1,D11,40000,269202
1191,C,C1,D11,40000,132443
1192,B,C1,F11,40000,109359
1193,E,F1,D11,3000,132640
1194,D,F1,F11,40000,241733
1195,B,C1,B11,40000,279759
1196,F,D1,E11,3000,167845
1197,C,E1,C11,3000,127381
1198,F,C1,C11,3000,75793
1199,A,D1,F11,40000,235388
1200,A,C1,E11,3000,10684
1201,A,C1,B11,40000,214284
1202,F,D1,B11,3000,29542
1203,D,B1,B11,3000,25467
1204,A,D1,B11,3000,218916
1205,C,A1,A11,3000,261643
1206,F,E1,C11,40000,25402
1207,A,B1,A11,40000,155498
1208,C,F1,E11,3000,216940
1209,D,C1,B11,40000,37596
1210,F,D1,E11,40000,251207
1211,F,F1,A11,3000,103746
1212,F,C1,D11,40000,87017
1213,C,D1,E11,40000,126415
1214,A,A1,E11,40000,154893
1215,C,B1,B11,40000,66622
1216,D,D1,A11,3000,53039
1217,B,E1,A11,40000,150811
1218,F,B1,C11,40000,46208
1219,B,F1,D11,40000,63230
1220,F,E1,A11,40000,239793
1221,B,B1,C11,3000,50458
1222,B,C1,F11,3000,47442
1223,E,B1,A11,3000,272223
1224,E,C1,F11,3000,121571
1225,D,E1,A11,3000,163501
1226,D,E1,B11,3000,205201
1227,F,B1,D11,3000,35506
1228,C,A1,E11,3000,80832
1229,C,D1,E11,3000,210445
1230,E,C1,E11,40000,178731
1231,B,F1,C11,40000,203715
1232,E,A1,B11,40000,210751
1233,C,C1,A11,3000,132956
1234,B,A1,A11,3000,181874
1235,F,D1,D11,3000,291359
1236,D,B1,B11,3000,238034
1237,C,B1,D11,40000,34560
1238,B,C1,D11,40000,106253
1239,D,B1,D11,3000,285098
1240,B,C1,A11,40000,241729
1241,A,D1,A11,40000,87405
1242,C,E1,D11,40000,185570
1243,B,D1,F11,3000,73471
1244,B,E1,F11,40000,91358
1245,C,A1,C11,40000,58264
1246,E,D1,C11,3000,255476
1247,C,B1,E11,3000,179713
1248,A,A1,B11,3000,257076
1249,F,C1,B11,40000,219619
1250,D,F1,D11,40000,138480
1251,C,F1,E11,3000,40260
1252,D,D1,A11,40000,117154
1253,D,C1,E11,40000,71168
1254,B,A1,D11,3000,230593
1255,F,A1,C11,40000,186103
1256,F,B1,A11,3000,240132
1257,C,D1,C11,40000,214953
1258,E,C1,A11,3000,5488
1259,B,A1,C11,3000,174758
1260,F,A1,D11,3000,71561
1261,B,F1,B11,3000,77245
1262,B,D1,B11,40000,14645
1263,A,E1,F11,40000,89047
1264,E,D1,D11,3000,69320
1265,F,D1,D11,40000,272253
1266,B,F1,B11,40000,107172
1267,E,F1,A11,40000,29896
1268,B,C1,F11,40000,187498
1269,A,F1,F11,3000,166413
1270,B,C1,F11,3000,105606
1271,D,A1,B11,3000,7049
1272,F,A1,A11,40000,109777
1273,E,B1,B11,40000,13991
1274,B,B1,A11,3000,51815
1275,C,D1,F11,3000,38365
1276,B,F1,F11,40000,56803
1277,A,E1,A11,40000,105423
1278,E,D1,A11,40000,11990
1279,C,A1,D11,3000,101123
1280,A,E1,E11,40000,291421
1281,A,C1,F11,40000,167673
1282,E,D1,F11,3000,108551
1283,D,B1,A11,3000,28732
1284,F,A1,C11,40000,281278
1285,C,E1,F11,3000,266506
1286,A,E1,E11,3000,29585
1287,F,D1,D11,3000,121955
1288,F,B1,A11,3000,78125
1289,E,D1,B11,3000,96527
1290,D,F1,C11,3000,119155
1291,F,F1,E11,40000,227215
1292,A,B1,E11,3000,147766
1293,A,D1,A11,3000,164017
1294,D,E1,F11,40000,270580
1295,A,B1,C11,3000,136681
1296,F,E1,E11,40000,284847
1297,B,F1,D11,40000,293387
1298,B,D1,E11,40000,252498
1299,E,F1,D11,40000,137685
1300,A,B1,C11,40000,238315
1301,F,F1,A11,40000,150877
1302,C,B1,F11,3000,28309
1303,F,A1,B11,3000,208349
1304,A,C1,C11,3000,92577
1305,F,B1,D11,40000,209790
1306,C,B1,E11,40000,81329
1307,A,A1,B11,40000,102166
1308,A,A1,F11,3000,81925
1309,E,F1,E11,40000,226805
1310,A,D1,E11,40000,234049
1311,D,B1,E11,3000,257803
1312,A,C1,E11,3000,160352
1313,B,F1,B11,3000,105394
1314,B,B1,E11,3000,147593
1315,B,E1,B11,3000,265927
1316,C,D1,A11,3000,244753
1317,D,D1,A11,40000,86067
1318,A,E1,C11,40000,186772
1319,A,D1,D11,3000,148199
1320,B,B1,E11,40000,192397
1321,E,A1,E11,40000,222337
1322,C,B1,D11,40000,177562
1323,B,B1,E11,40000,34592
1324,F,C1,C11,40000,126520
1325,D,F1,E11,40000,264201
1326,E,E1,C11,40000,223507
1327,F,F1,E11,3000,223266
1328,B,A1,C11,3000,296451
1329,E,A1,B11,3000,81397
1330,C,B1,B11,3000,12970
1331,D,C1,C11,40000,114779
1332,F,E1,A11,3000,159479
1333,A,C1,C11,3000,171167
1334,F,F1,A11,3000,66625
1335,E,F1,A11,3000,153463
1336,B,A1,B11,40000,81137
1337,E,A1,B11,3000,19686
1338,D,B1,B11,3000,114279
1339,A,E1,A11,40000,52532
1340,A,E1,F11,3000,260546
1341,B,F1,D11,40000,151819
1342,C,B1,D11,3000,191280
1343,E,B1,B11,3000,270671
1344,C,F1,B11,40000,226845
1345,A,C1,D11,3000,74739
1346,D,F1,C11,40000,133911
1347,A,F1,F11,3000,296874
1348,C,B1,C11,40000,51915
1349,C,B1,E11,3000,70357
1350,C,E1,C11,40000,28108
1351,A,E1,C11,40000,106513
1352,E,A1,B11,40000,30517
1353,E,B1,D11,40000,122234
1354,B,E1,A11,40000,220801
1355,B,D1,D11,3000,248737
1356,E,C1,D11,40000,161549
1357,D,F1,A11,40000,85113
1358,F,D1,D11,3000,295295
1359,E,B1,D11,40000,254220
1360,C,D1,B11,3000,70950
1361,F,B1,F11,3000,115174
1362,E,E1,C11,40000,127674
1363,B,E1,E11,40000,177298
1364,C,C1,A11,3000,196249
1365,D,F1,F11,3000,200635
1366,D,D1,C11,40000,7744
1367,B,C1,E11,40000,296935
1368,D,D1,A11,3000,119382
1369,C,F1,B11,3000,110032
1370,F,F1,A11,40000,128796
1371,B,B1,C11,40000,4998
1372,A,C1,D11,3000,209914
1373,C,B1,D11,40000,130655
1374,F,B1,B11,3000,216533
1375,D,A1,F11,3000,224848
1376,E,D1,D11,3000,282479
1377,B,E1,E11,3000,172783
1378,C,D1,D11,40000,260838
1379,C,E1,E11,3000,146551
1380,F,A1,B11,40000,76379
1381,B,C1,A11,40000,84247
1382,B,F1,A11,40000,274525
1383,E,E1,A11,40000,95547
1384,E,D1,A11,3000,122907
1385,A,D1,F11,3000,20504
1386,C,D1,C11,3000,113540
1387,F,E1,D11,40000,162232
1388,B,D1,B11,40000,287240
1389,C,B1,D11,3000,36537
1390,F,C1,A11,40000,60569
1391,A,B1,F11,3000,295715
1392,E,A1,A11,3000,33579
1393,D,F1,E11,3000,136257
1394,F,E1,C11,3000,266368
1395,C,C1,B11,40000,137837
1396,E,E1,C11,3000,119196
1397,B,D1,E11,40000,145818
1398,C,B1,A11,40000,108903
1399,F,D1,F11,40000,173702
1400,B,C1,E11,40000,260758
1401,F,C1,D11,3000,66499
1402,F,A1,E11,40000,164309
1403,A,F1,F11,40000,88034
1404,B,F1,B11,3000,204266
1405,C,B1,B11,3000,254846
1406,F,D1,A11,40000,110641
1407,A,A1,D11,40000,98298
1408,D,B1,F11,40000,194120
1409,D,A1,F11,3000,290582
1410,B,A1,A11,3000,194860
1411,B,C1,D11,3000,26229
1412,F,D1,C11,40000,91252
1413,C,C1,B11,40000,93402
1414,A,A1,E11,40000,80352
1415,B,B1,E11,40000,32905
1416,F,B1,B11,3000,121047
1417,E,E1,D11,40000,513
1418,C,C1,B11,40000,244987
1419,C,A1,B11,40000,289363
1420,E,F1,B11,40000,141815
1421,D,E1,C11,3000,150310
1422,B,A1,B11,40000,178469
1423,D,C1,D11,40000,221475
1424,A,F1,C11,3000,225393
1425,A,C1,E11,40000,294573
1426,A,D1,B11,40000,194823
1427,E,E1,B11,3000,71929
1428,D,F1,A11,3000,177336
1429,E,B1,A11,40000,51833
1430,B,A1,C11,40000,68808
1431,D,C1,E11,40000,155754
1432,B,A1,E11,3000,223168
1433,F,E1,A11,40000,145104
1434,B,B1,C11,40000,32955
1435,B,C1,E11,3000,39616
1436,E,B1,A11,40000,148355
1437,F,C1,D11,3000,249576
1438,A,B1,F11,3000,75762
1439,A,D1,D11,3000,144970
1440,F,B1,C11,3000,192780
1441,D,F1,F11,40000,150797
1442,C,D1,C11,40000,236159
1443,F,F1,A11,40000,136493
1444,E,C1,B11,3000,227151
1445,E,A1,D11,40000,191417
1446,E,E1,B11,40000,80100
1447,C,E1,B11,40000,295070
1448,B,D1,D11,3000,88938
1449,B,F1,F11,3000,134647
1450,A,F1,A11,40000,268590
1451,D,E1,E11,40000,176231
1452,E,F1,D11,3000,203886
1453,C,B1,B11,3000,268904
1454,C,E1,F11,40000,231092
1455,E,D1,A11,3000,249408
1456,F,A1,F11,3000,82562
1457,B,E1,C11,40000,170884
1458,A,B1,E11,3000,176724
1459,D,A1,A11,3000,56310
1460,F,F1,B11,40000,113848
1461,E,B1,D11,40000,127421
1462,E,A1,E11,3000,254541
1463,A,B1,F11,3000,138100
1464,F,F1,E11,3000,32978
1465,E,C1,B11,3000,137157
1466,E,E1,D11,3000,93961
1467,B,E1,B11,3000,184172
1468,A,E1,A11,40000,45120
1469,B,C1,C11,40000,202028
1470,A,F1,D11,3000,254126
1471,A,D1,A11,40000,82926
1472,A,D1,F11,40000,162141
1473,D,F1,C11,3000,224830
1474,F,B1,E11,3000,75557
1475,B,F1,E11,3000,21709
1476,E,B1,D11,3000,236558
1477,D,F1,C11,40000,203598
1478,F,B1,E11,3000,225809
1479,A,F1,A11,3000,87433
1480,A,B1,A11,40000,131442
1481,A,C1,D11,40000,225336
1482,A,F1,A11,3000,115976
1483,E,F1,A11,3000,130663
1484,E,D1,D11,40000,181592
1485,F,B1,C11,40000,138470
1486,C,C1,F11,3000,159925
1487,B,C1,B11,40000,124416
1488,F,D1,B11,3000,269670
1489,A,A1,B11,3000,101677
1490,A,B1,A11,3000,7710
1491,D,D1,E11,40000,207682
1492,D,E1,A11,40000,265721
1493,B,D1,B11,40000,164131
1494,F,D1,A11,40000,69835
1495,F,C1,C11,3000,27458
1496,E,E1,A11,40000,189033
1497,A,F1,A11,3000,232309
1498,B,C1,F11,40000,147112
1499,C,D1,F11,40000,78083
1500,B,F1,E11,3000,260231
1501,E,C1,C11,3000,157106
1502,F,D1,A11,40000,83455
1503,C,E1,C11,3000,257479
1504,B,C1,C11,40000,45324
1505,D,F1,B11,40000,105579
1506,F,C1,D11,40000,222882
1507,D,A1,B11,3000,193641
1508,D,F1,C11,3000,114591
1509,B,C1,D11,3000,114113
1510,E,A1,C11,3000,224666
1511,A,F1,A11,40000,48198
1512,A,A1,C11,3000,150174
1513,C,C1,A11,3000,204203
1514,D,D1,A11,3000,7473
1515,A,C1,C11,40000,128857
1516,D,E1,B11,40000,242272
1517,C,C1,E11,40000,186421
1518,D,F1,F11,40000,151290
1519,D,B1,C11,40000,121692
1520,D,D1,F11,3000,118490
1521,A,A1,B11,40000,125644
1522,C,C1,D11,40000,16204
1523,A,E1,F11,40000,52017
1524,B,E1,F11,40000,22535
1525,B,E1,E11,40000,135677
1526,C,B1,B11,40000,20998
1527,F,E1,E11,40000,148481
1528,D,B1,D11,3000,254733
1529,F,D1,B11,40000,120798
1530,F,E1,C11,3000,218154
1531,E,D1,F11,3000,29398
1532,B,B1,E11,40000,126786
1533,B,C1,D11,40000,224548
1534,B,E1,E11,40000,178994
1535,F,F1,E11,40000,227071
1536,F,F1,E11,40000,51014
1537,E,F1,F11,40000,179013
1538,D,A1,A11,40000,34513
1539,E,B1,B11,3000,127664
1540,F,B1,A11,3000,4174
1541,A,E1,B11,3000,256101
1542,A,C1,A11,40000,102854
1543,A,C1,F11,3000,181038
1544,A,A1,D11,40000,264739
1545,D,E1,B11,40000,177705
1546,A,A1,A11,3000,258841
1547,B,C1,A11,3000,137166
1548,D,C1,A11,3000,291673
1549,A,E1,E11,40000,255703
1550,F,E1,D11,40000,9685
1551,C,E1,F11,40000,90435
1552,A,A1,B11,3000,273163
1553,D,F1,F11,40000,78340
1554,F,D1,F11,40000,18012
1555,F,F1,C11,40000,218658
1556,A,C1,A11,40000,175187
1557,B,C1,B11,40000,36926
1558,E,A1,A11,3000,163512
1559,D,B1,E11,3000,56171
1560,D,A1,F11,40000,41608
1561,F,D1,F11,40000,40430
1562,B,D1,F11,40000,158336
1563,A,D1,F11,40000,18086
1564,B,F1,A11,40000,109954
1565,B,E1,B11,40000,156604
1566,D,A1,E11,40000,8272
1567,E,B1,A11,40000,94712
1568,F,E1,F11,3000,201607
1569,D,D1,E11,3000,210567
1570,B,B1,A11,40000,83179
1571,B,C1,B11,3000,223177
1572,C,F1,C11,3000,183951
1573,B,D1,C11,3000,171707
1574,C,D1,C11,3000,230451
1575,D,A1,B11,3000,280247
1576,D,C1,A11,3000,215929
1577,B,C1,F11,3000,147552
1578,E,E1,D11,40000,103096
1579,E,A1,C11,40000,241315
1580,D,E1,B11,3000,117762
1581,D,C1,A11,40000,280642
1582,A,A1,F11,3000,6324
1583,D,C1,D11,40000,97655
1584,B,B1,E11,40000,21456
1585,F,E1,C11,40000,4168
1586,F,F1,D11,3000,249016
1587,A,C1,E11,3000,60943
1588,F,F1,C11,3000,251480
1589,F,F1,A11,3000,34298
1590,E,B1,F11,3000,178634
1591,F,B1,D11,3000,21288
1592,A,F1,A11,40000,275
1593,C,E1,C11,3000,72373
1594,E,E1,D11,40000,287516
1595,D,B1,E11,40000,16325
1596,C,A1,E11,3000,87535
1597,C,D1,E11,3000,129007
1598,F,A1,D11,3000,224654
1599,E,B1,C11,3000,274696
1600,C,C1,C11,3000,145957
1601,A,D1,A11,3000,50953
1602,F,C1,F11,40000,46419
1603,B,E1,E11,3000,8466
1604,A,B1,A11,3000,257757
1605,B,F1,C11,3000,254380
1606,A,E1,C11,40000,39891
1607,B,B1,C11,40000,95855
1608,E,A1,F11,3000,13838
1609,C,D1,B11,40000,96335
1610,D,E1,D11,40000,246366
1611,A,B1,B11,3000,161317
1612,E,E1,E11,40000,69082
1613,C,A1,E11,3000,295143
1614,A,A1,E11,3000,215484
1615,D,C1,B11,3000,139325
1616,F,B1,C11,40000,68930
1617,D,F1,B11,40000,54817
1618,E,E1,D11,3000,39028
1619,B,E1,B11,3000,200539
1620,D,F1,B11,40000,181068
1621,A,A1,B11,3000,135551
1622,B,F1,A11,3000,77218
1623,B,B1,C11,40000,20044
1624,E,C1,A11,40000,167938
1625,D,E1,F11,40000,103554
1626,B,F1,D11,3000,139208
1627,B,D1,D11,40000,276906
1628,A,F1,D11,40000,50854
1629,C,A1,C11,40000,246023
1630,B,F1,F11,40000,201245
1631,A,E1,C11,40000,216927
1632,C,B1,B11,3000,128843
1633,C,A1,A11,40000,229835
1634,D,F1,A11,3000,118418
1635,B,E1,E11,40000,233621
1636,A,D1,F11,3000,94431
1637,C,D1,A11,3000,211821
1638,A,A1,C11,40000,195451
1639,D,B1,A11,3000,221884
1640,B,A1,D11,40000,68900
1641,B,B1,E11,40000,280986
1642,E,F1,A11,40000,152980
1643,A,C1,B11,3000,113129
1644,F,A1,F11,3000,88347
1645,B,D1,E11,40000,109214
1646,A,E1,C11,40000,161747
1647,F,C1,B11,3000,62238
1648,A,A1,A11,3000,126930
1649,C,C1,A11,3000,41900
1650,F,C1,E11,40000,99058
1651,E,C1,E11,40000,131925
1652,F,E1,D11,40000,260089
1653,C,C1,A11,40000,284116
1654,C,E1,C11,40000,60090
1655,B,C1,B11,3000,80201
1656,B,E1,A11,40000,211703
1657,A,F1,F11,3000,272139
1658,B,E1,A11,40000,285006
1659,F,F1,B11,40000,219800
1660,A,A1,D11,40000,51217
1661,C,C1,F11,40000,221041
1662,F,D1,A11,3000,240789
1663,A,A1,A11,3000,16830
1664,B,F1,F11,40000,96704
1665,C,D1,C11,40000,229758
1666,C,E1,B11,40000,28699
1667,E,F1,E11,40000,13544
1668,C,E1,D11,40000,180468
1669,C,E1,F11,40000,219256
1670,A,E1,B11,40000,253951
1671,C,D1,A11,3000,262729
1672,C,C1,E11,3000,54483
1673,E,B1,D11,40000,109096
1674,A,E1,B11,3000,274668
1675,D,B1,B11,3000,7012
1676,A,F1,F11,3000,195702
1677,B,F1,A11,40000,71538
1678,E,B1,A11,40000,206127
1679,E,F1,A11,3000,273927
1680,D,C1,D11,3000,37030
1681,F,F1,A11,40000,255110
1682,F,C1,F11,3000,254098
1683,C,D1,A11,3000,190921
1684,F,D1,C11,3000,186799
1685,F,E1,C11,40000,23080
1686,C,F1,E11,40000,280489
1687,E,C1,E11,3000,104688
1688,A,C1,C11,40000,279216
1689,B,F1,E11,40000,108681
1690,F,A1,C11,3000,282912
1691,E,D1,B11,3000,231266
1692,D,E1,A11,40000,24345
1693,A,F1,D11,40000,1412
1694,F,C1,C11,40000,204203
1695,E,A1,D11,40000,198725
1696,B,C1,A11,40000,255905
1697,B,A1,F11,40000,242597
1698,F,A1,D11,3000,77119
1699,B,B1,C11,40000,232702
1700,C,A1,B11,40000,104560
