Id,Car Make,Production Year,Car Mileage,Cost
856,Toyota,2012,165931,40000
857,Land Rover,1974,117687,3000
858,Ferrari,1974,136413,40000
859,Volvo,1987,173746,40000
860,Lamborghini,2021,87561,3000
861,Nissan,1986,138584,3000
862,Porsche,1973,183129,40000
863,Volvo,2012,2857,40000
864,Suzuki,1972,37452,40000
865,Nissan,1988,92781,40000
866,Jaguar,1992,13397,3000
867,Jaguar,1999,297514,40000
868,Mercedes,1970,185442,3000
869,Hyundai,2013,172584,3000
870,Nissan,2011,26382,40000
871,BMW,2006,270949,3000
872,Tesla,2000,294792,40000
873,Ford,2013,156129,3000
874,Suzuki,2007,287233,3000
875,Toyota,2001,29359,40000
876,BMW,1989,63538,3000
877,Audi,1982,39439,40000
878,Porsche,1984,148437,3000
879,Volvo,2018,104580,40000
880,Ford,2017,52130,40000
881,Ford,1992,38406,3000
882,Jaguar,1980,231148,40000
883,Volkswagen,2018,259956,3000
884,Ford,2003,19976,40000
885,Ford,1980,272180,3000
886,Audi,1972,225258,40000
887,Land Rover,2008,176423,3000
888,Mazda,2023,152313,3000
889,Kia,2012,219300,3000
890,BMW,2021,223694,3000
891,Kia,1976,126855,40000
892,Tesla,1980,151369,40000
893,Volkswagen,2019,146178,3000
894,Ford,2022,80747,3000
895,Audi,2007,63198,3000
896,Ferrari,1996,224750,3000
897,Chevrolet,2006,57320,40000
898,Toyota,1993,153674,40000
899,Lamborghini,2011,270124,3000
900,Mercedes,1981,279898,3000
901,Nissan,2021,84572,3000
902,Volvo,2017,239374,40000
903,Tesla,2005,111647,40000
904,Ferrari,2012,293149,40000
905,Kia,1971,106251,40000
906,Land Rover,2000,47661,3000
907,Ford,1976,126926,3000
908,Ford,1994,279425,40000
909,Mazda,2006,147695,40000
910,Suzuki,1997,23630,40000
911,Ferrari,2023,14596,3000
912,Audi,1980,151935,40000
913,Ferrari,1971,52721,40000
914,Suzuki,1979,50018,40000
915,Hyundai,1981,130040,3000
916,Porsche,1981,79631,3000
917,Nissan,2011,93967,40000
918,Volkswagen,2007,44366,40000
919,Tesla,2002,215349,3000
920,Toyota,2008,268587,40000
921,Land Rover,2010,250318,40000
922,Ferrari,1979,31938,3000
923,Hyundai,2020,225301,40000
924,Jaguar,1970,180267,3000
925,Volvo,2010,2391,40000
926,Lamborghini,2012,16161,40000
927,Land Rover,1973,2424,40000
928,Ferrari,1992,233777,3000
929,Mazda,2000,204236,3000
930,Suzuki,1998,217030,40000
931,Ferrari,1992,160729,40000
932,Lamborghini,2020,264104,40000
933,Toyota,2006,123596,3000
934,Mazda,1991,63729,40000
935,Ferrari,2000,136808,40000
936,Subaru,2001,263732,3000
937,Mazda,2021,260536,3000
938,Land Rover,2007,165008,3000
939,Jaguar,1985,274820,40000
940,Suzuki,2014,95390,3000
941,Honda,1974,172049,3000
942,Kia,1974,198886,40000
943,Mercedes,1996,220147,3000
944,Volkswagen,2005,214312,3000
945,Hyundai,2023,193168,3000
946,Subaru,1991,141525,40000
947,Porsche,1991,169392,3000
948,Honda,1992,220587,40000
949,Ford,1973,178747,3000
950,Tesla,1989,293935,3000
951,Hyundai,2021,241515,40000
952,Chevrolet,1972,268364,3000
953,Chevrolet,2012,48616,3000
954,Volvo,1985,234961,40000
955,Land Rover,1990,157487,3000
956,Volvo,1988,158105,40000
957,Volvo,2000,194769,3000
958,Suzuki,1992,205958,40000
959,Toyota,1976,109511,3000
960,Jaguar,1989,112755,40000
961,Porsche,1979,140955,3000
962,Honda,2021,17139,40000
963,Jaguar,1975,111474,40000
964,Mercedes,2016,128525,40000
965,Chevrolet,1978,220017,40000
966,Suzuki,1971,186067,40000
967,Nissan,1977,71877,40000
968,Chevrolet,1994,205283,40000
969,Subaru,2012,183985,3000
970,Toyota,2009,172180,40000
971,Kia,2021,105817,40000
972,Ford,2022,20590,40000
973,Kia,1970,292211,3000
974,Audi,2021,79825,3000
975,Jaguar,2003,78141,40000
976,Suzuki,1994,177568,40000
977,Chevrolet,2002,207491,3000
978,Chevrolet,2002,236881,3000
979,Audi,2007,93403,3000
980,Ferrari,1975,214445,40000
981,Subaru,2022,240036,40000
982,Volvo,2009,278801,40000
983,Land Rover,1986,89079,40000
984,Toyota,1970,128658,40000
985,Suzuki,1974,187100,3000
986,Toyota,2023,281498,40000
987,Ferrari,1978,62035,3000
988,Volkswagen,1989,137416,40000
989,Porsche,2021,239542,3000
990,Porsche,1990,112757,3000
991,Volkswagen,2021,184994,3000
992,Toyota,2001,248778,3000
993,Suzuki,2011,213483,40000
994,Tesla,1989,124200,40000
995,Suzuki,1989,266808,3000
996,Lamborghini,2020,128645,3000
997,Volvo,2012,8450,40000
998,Tesla,2016,89050,3000
999,Porsche,2004,270244,40000
1000,Honda,1976,16148,40000
1001,Ford,2021,294569,3000
1002,Porsche,1996,129604,3000
1003,BMW,2021,252385,40000
1004,Land Rover,1977,286210,40000
1005,Volvo,2013,37508,40000
1006,Toyota,1979,287530,3000
1007,Mazda,2015,35878,3000
1008,Suzuki,1987,179953,3000
1009,Volkswagen,1992,293945,40000
1010,Mercedes,1977,115248,40000
1011,Chevrolet,1989,257697,40000
1012,Chevrolet,1981,260263,3000
1013,Honda,2008,146473,3000
1014,Honda,2014,118352,40000
1015,Ford,2013,163363,40000
1016,Subaru,2014,180441,40000
1017,Volkswagen,1990,75869,3000
1018,Ford,1979,273329,3000
1019,Mazda,2022,119830,40000
1020,Ferrari,1998,109567,40000
1021,Mazda,1995,184384,3000
1022,Chevrolet,2017,213171,3000
1023,Volkswagen,2021,29006,3000
1024,Chevrolet,2003,223612,3000
1025,Suzuki,1987,222562,40000
1026,Ferrari,1986,114706,3000
1027,Land Rover,1988,155084,3000
1028,Volvo,2002,242996,3000
1029,Chevrolet,1971,8956,3000
1030,Land Rover,1975,50951,40000
1031,Jaguar,1987,184198,3000
1032,Suzuki,1996,91661,3000
1033,Ferrari,2008,59424,3000
1034,Mercedes,2021,215456,3000
1035,Volvo,2014,124824,3000
1036,BMW,1998,228858,3000
1037,Jaguar,1983,174428,3000
1038,Ford,2020,72628,3000
1039,Ford,1981,187634,3000
1040,Subaru,1984,270768,40000
1041,Suzuki,1981,275600,40000
1042,Nissan,1974,109550,3000
1043,Ford,2012,106791,3000
1044,Honda,1974,199819,40000
1045,BMW,1982,214473,40000
1046,Jaguar,1980,205058,40000
1047,Toyota,1997,252880,3000
1048,Audi,1982,159682,40000
1049,Ford,1985,269161,3000
1050,Ford,2000,218210,40000
1051,Ford,1973,106288,40000
1052,Ferrari,2022,169862,40000
1053,Kia,2022,83882,40000
1054,Mazda,2012,207313,3000
1055,Mazda,1978,5030,3000
1056,Tesla,2008,299369,40000
1057,Porsche,1971,244748,3000
1058,Mazda,1985,73080,3000
1059,Subaru,1972,44247,3000
1060,Ferrari,1976,134696,3000
1061,Toyota,1999,256313,3000
1062,Nissan,2018,3055,40000
1063,Mercedes,2023,180592,3000
1064,Nissan,1972,52388,3000
1065,Toyota,1971,166699,3000
1066,BMW,1998,76737,40000
1067,Kia,1993,70832,3000
1068,Volvo,2003,51181,40000
1069,Lamborghini,1977,104398,3000
1070,Porsche,2012,5981,3000
1071,Ford,1993,280951,40000
1072,Volkswagen,1995,17247,3000
1073,Ford,1982,263282,3000
1074,Nissan,1994,46974,3000
1075,Chevrolet,1983,18747,40000
1076,Mazda,2005,146153,3000
1077,Audi,1973,183050,40000
1078,Ferrari,2010,31237,40000
1079,Subaru,1995,140654,40000
1080,Volkswagen,1989,159909,40000
1081,BMW,2008,25197,3000
1082,Kia,2021,174671,40000
1083,Nissan,2020,122456,40000
1084,Tesla,1993,72869,40000
1085,BMW,2003,248151,3000
1086,Porsche,1990,152390,40000
1087,Kia,2000,155944,40000
1088,Ford,2003,280609,40000
1089,Volvo,2008,162940,3000
1090,Volvo,1981,169083,40000
1091,Subaru,1993,104755,3000
1092,Mercedes,1978,22854,3000
1093,Kia,2012,221948,3000
1094,Land Rover,2000,101245,3000
1095,Chevrolet,2011,193923,40000
1096,Chevrolet,1979,226708,40000
1097,Toyota,2016,132829,40000
1098,Volkswagen,2015,102774,3000
1099,Jaguar,1996,224830,3000
1100,Volvo,1989,265784,3000
1101,Porsche,2000,42482,3000
1102,Mercedes,2005,186013,3000
1103,Toyota,2014,281427,40000
1104,Kia,1973,47322,3000
1105,Toyota,1988,142125,40000
1106,Volvo,2023,285898,40000
1107,Chevrolet,1979,155333,3000
1108,BMW,1974,296955,40000
1109,Porsche,1977,79508,3000
1110,BMW,2012,247539,3000
1111,Ford,1984,39917,3000
1112,Suzuki,1979,135056,40000
1113,Suzuki,2012,38640,40000
1114,Volkswagen,2005,100104,40000
1115,Subaru,1996,85819,40000
1116,Mazda,1976,92861,3000
1117,Lamborghini,2012,31282,40000
1118,Porsche,1976,183825,40000
1119,Honda,1975,295813,40000
1120,Land Rover,1998,72598,40000
1121,Tesla,1986,12924,3000
1122,Volkswagen,1986,133849,3000
1123,Chevrolet,1978,216690,3000
1124,Volvo,1989,89896,40000
1125,Tesla,1988,141004,3000
1126,Audi,1998,116630,40000
1127,Chevrolet,2022,79516,40000
1128,Kia,2017,13699,40000
1129,Porsche,2005,43947,40000
1130,Mazda,2022,46879,40000
1131,Hyundai,2009,251128,40000
1132,BMW,2001,233074,40000
1133,Volvo,2017,263284,40000
1134,Subaru,1986,10593,40000
1135,Nissan,2004,145498,40000
1136,Hyundai,2017,121115,3000
1137,Tesla,2010,60208,3000
1138,Ferrari,1995,169022,3000
1139,Ferrari,2009,274696,3000
1140,Volkswagen,1977,220025,3000
1141,Honda,1989,124529,3000
1142,Ford,2003,186833,3000
1143,Jaguar,2008,203617,40000
1144,Volvo,2016,253487,40000
1145,Ferrari,2023,103592,40000
1146,Jaguar,2007,3367,40000
1147,Audi,1982,219422,3000
1148,Subaru,1975,242089,40000
1149,Nissan,2016,203345,40000
1150,Honda,1993,92566,40000
1151,Tesla,2016,235824,40000
1152,Subaru,2023,15986,40000
1153,BMW,1982,133218,40000
1154,Chevrolet,2008,118494,3000
1155,Subaru,2013,257646,40000
1156,Kia,2013,180410,40000
1157,Ferrari,2005,7099,3000
1158,Porsche,2017,269484,3000
1159,Subaru,2013,163358,40000
1160,Toyota,2018,248636,40000
1161,Toyota,1988,229835,3000
1162,Ferrari,1973,4450,3000
1163,Land Rover,1974,128157,40000
1164,Audi,2010,242177,3000
1165,Tesla,1986,66770,40000
1166,BMW,2000,223158,40000
1167,Suzuki,2002,120520,40000
1168,Chevrolet,2016,288133,40000
1169,Land Rover,2014,183117,40000
1170,Hyundai,1985,207059,3000
1171,BMW,1980,223793,3000
1172,BMW,1993,269508,40000
1173,Mercedes,1997,186460,3000
1174,Mazda,1986,180977,3000
1175,Volvo,2000,110642,3000
1176,Jaguar,1994,200731,3000
1177,Porsche,2017,235,40000
1178,Mazda,1976,84427,40000
1179,Porsche,2017,258061,40000
1180,Mercedes,2008,133197,40000
1181,Hyundai,2014,28152,3000
1182,Mercedes,2001,206789,3000
1183,Mazda,1997,209594,3000
1184,Audi,1991,16878,3000
1185,Tesla,2018,180777,40000
1186,Lamborghini,2014,225179,3000
1187,Tesla,1971,1665,3000
1188,Jaguar,2002,100948,3000
1189,Land Rover,1980,40182,40000
1190,Nissan,1987,147605,3000
1191,Chevrolet,1970,47755,3000
1192,Tesla,1974,256679,40000
1193,Nissan,1999,105445,40000
1194,Tesla,1975,185937,3000
1195,Subaru,2019,207870,40000
1196,Porsche,1973,86099,3000
1197,Chevrolet,1970,126830,40000
1198,Volkswagen,1995,49057,3000
1199,Nissan,2015,217917,3000
1200,Toyota,2007,127907,3000
1201,Volkswagen,2012,255180,3000
1202,Volvo,1992,295739,3000
1203,Audi,1984,61548,3000
1204,Kia,2011,43153,3000
1205,Ford,2020,28709,40000
1206,Volvo,1984,221519,40000
1207,Land Rover,1971,1752,40000
1208,Mercedes,1985,76609,40000
1209,Nissan,2008,212741,40000
1210,Lamborghini,1972,162023,3000
1211,Volkswagen,2013,29377,3000
1212,Ferrari,1975,75663,40000
1213,Chevrolet,2020,194856,3000
1214,Toyota,2005,63899,40000
1215,Mercedes,2013,237159,40000
1216,Porsche,1998,48084,40000
1217,Hyundai,1991,285555,40000
1218,Jaguar,1991,58941,3000
1219,Lamborghini,2015,119190,3000
1220,Tesla,1983,21339,40000
1221,Nissan,2018,287171,3000
1222,Mazda,1972,5176,40000
1223,Porsche,1992,262355,40000
1224,Mercedes,1978,227369,40000
1225,Hyundai,1977,294530,40000
1226,Mercedes,2001,220836,40000
1227,Subaru,2017,112307,40000
1228,Volkswagen,2020,149200,40000
1229,Mazda,2021,175096,40000
1230,Chevrolet,2023,154326,40000
1231,Nissan,1971,133067,40000
1232,Porsche,2003,144368,3000
1233,Ferrari,1994,11474,3000
1234,Subaru,2007,243505,3000
1235,Mazda,2009,14221,40000
1236,Porsche,1998,217945,3000
1237,Suzuki,1995,91375,3000
1238,Mercedes,1990,100766,40000
1239,Ferrari,2005,15753,40000
1240,Jaguar,2018,100520,3000
1241,Volvo,2014,266763,40000
1242,Honda,1974,285755,3000
1243,Suzuki,2010,258891,3000
1244,Honda,2014,69093,3000
1245,Nissan,1971,27008,3000
1246,Audi,1978,142868,3000
1247,Mazda,2020,279423,40000
1248,Lamborghini,2020,69160,40000
1249,Suzuki,1978,299626,40000
1250,Porsche,2007,193257,40000
1251,Nissan,1996,211092,40000
1252,Kia,1992,227821,40000
1253,Honda,1987,159004,3000
1254,Nissan,2023,233112,3000
1255,Mercedes,1983,91688,40000
1256,Kia,2007,229528,40000
1257,Toyota,2006,211677,40000
1258,Chevrolet,1979,118410,3000
1259,Lamborghini,2013,68938,3000
1260,Hyundai,2001,37685,40000
1261,Lamborghini,2009,172312,3000
1262,Tesla,1974,177859,3000
1263,Kia,1991,282220,40000
1264,Land Rover,1972,181960,40000
1265,Volvo,2004,157609,40000
1266,Audi,1975,211282,40000
1267,Chevrolet,1987,82820,3000
1268,Lamborghini,2020,160864,40000
1269,Volvo,2001,172188,3000
1270,Kia,2014,54807,3000
1271,Porsche,1990,178408,3000
1272,Honda,1996,269465,40000
1273,Ferrari,1972,134431,40000
1274,Jaguar,2012,90759,3000
1275,Volvo,1983,91434,3000
1276,Volvo,2022,172093,3000
1277,Volkswagen,2002,280622,40000
1278,Volkswagen,1998,48926,40000
1279,Kia,1970,260980,40000
1280,Honda,1992,24609,3000
1281,Volkswagen,1995,243757,40000
1282,Volkswagen,2007,182498,3000
1283,Jaguar,2020,274041,3000
1284,Toyota,2008,215048,3000
1285,Porsche,2016,291802,40000
1286,Audi,1971,100902,40000
1287,Chevrolet,1985,60737,3000
1288,Audi,2016,17191,40000
1289,Toyota,2022,23246,3000
1290,Suzuki,1979,284615,3000
1291,Suzuki,1986,210400,40000
1292,Chevrolet,2002,195357,40000
1293,Suzuki,1986,45622,3000
1294,Chevrolet,2011,86392,3000
1295,Porsche,2010,230498,40000
1296,Land Rover,1986,82659,40000
1297,Toyota,1977,62053,3000
1298,Hyundai,1992,258631,3000
1299,Ferrari,2022,4491,3000
1300,Honda,1970,36293,40000
1301,BMW,1976,62298,40000
1302,BMW,1999,2979,3000
1303,Tesla,2020,141594,40000
1304,Volvo,2009,186962,3000
1305,Audi,2019,155271,40000
1306,Chevrolet,1973,285152,40000
1307,Ford,1980,15308,3000
1308,Kia,1974,193931,40000
1309,Porsche,1999,14470,3000
1310,Ferrari,1979,133793,3000
1311,Mercedes,1971,239142,40000
1312,Kia,2016,80221,40000
1313,Tesla,1994,43001,40000
1314,Suzuki,2013,171426,40000
1315,Audi,1983,174370,3000
1316,Lamborghini,2017,179115,3000
1317,Toyota,2014,238527,40000
1318,Kia,1977,298781,3000
1319,Lamborghini,2023,19163,3000
1320,Suzuki,1990,152470,3000
1321,Audi,2021,150292,40000
1322,Audi,1986,217814,40000
1323,Ferrari,2011,97785,3000
1324,Ferrari,1979,16905,3000
1325,Land Rover,2006,25245,40000
1326,Chevrolet,1974,62740,3000
1327,Volkswagen,2007,178162,3000
1328,Audi,2021,8007,3000
1329,Suzuki,2000,134039,40000
1330,Hyundai,1994,26977,40000
1331,Toyota,1987,189275,40000
1332,Mazda,2000,284069,40000
1333,Honda,1993,292885,40000
1334,Porsche,1979,186004,3000
1335,Chevrolet,2010,85201,3000
1336,Nissan,2020,250197,40000
1337,BMW,2002,280399,3000
1338,Subaru,2003,160656,3000
1339,Suzuki,1988,1919,40000
1340,Ford,1990,88617,40000
1341,Lamborghini,2021,77844,40000
1342,Land Rover,1975,226067,40000
1343,Suzuki,2016,157240,40000
1344,Chevrolet,2008,209296,40000
1345,Volvo,1975,225036,40000
1346,Land Rover,2022,73591,40000
1347,Hyundai,1995,32569,40000
1348,Tesla,1976,255857,40000
1349,Suzuki,1998,151940,3000
1350,Mercedes,1971,161100,40000
1351,Kia,1992,264645,3000
1352,Lamborghini,1997,248133,40000
1353,Subaru,1978,201917,3000
1354,Chevrolet,2016,80687,40000
1355,Mercedes,2022,208686,40000
1356,BMW,1976,241606,40000
1357,Lamborghini,1984,4986,3000
1358,Hyundai,2023,244526,3000
1359,Tesla,2003,176143,3000
1360,Lamborghini,2002,287175,3000
1361,BMW,1999,47228,3000
1362,Kia,2002,253680,40000
1363,Hyundai,2005,231626,40000
1364,Chevrolet,2009,167428,3000
1365,Ferrari,1982,288759,40000
1366,BMW,1991,203721,3000
1367,Subaru,1995,190066,40000
1368,Volkswagen,2010,63332,3000
1369,Tesla,2003,161177,40000
1370,Ferrari,1976,28138,40000
1371,Chevrolet,2010,56552,40000
1372,Land Rover,2003,225719,40000
1373,Nissan,2012,100491,3000
1374,Subaru,1971,175623,40000
1375,Kia,1998,74839,3000
1376,BMW,1991,259622,3000
1377,Chevrolet,1987,65445,3000
1378,Volkswagen,1975,23028,3000
1379,Porsche,1983,201566,3000
1380,Land Rover,1999,106550,3000
1381,Chevrolet,1995,127518,40000
1382,Subaru,2009,253005,40000
1383,Subaru,1996,76692,40000
1384,Volvo,1983,187795,40000
1385,Chevrolet,1983,272369,3000
1386,Ferrari,1989,161649,40000
1387,Honda,1981,184519,3000
1388,Suzuki,2002,246062,40000
1389,Subaru,2018,93635,3000
1390,Nissan,2002,70831,3000
1391,Jaguar,2023,226667,40000
1392,Hyundai,1998,229133,3000
1393,Hyundai,2017,130117,40000
1394,Jaguar,1998,235336,3000
1395,Mercedes,1970,28075,3000
1396,Volvo,1986,290280,40000
1397,Chevrolet,1989,79121,40000
1398,Toyota,1991,193827,3000
1399,Chevrolet,2015,29289,40000
1400,Mercedes,2013,154342,40000
1401,Mazda,1978,281781,3000
1402,BMW,1982,269799,40000
1403,Nissan,1990,278026,40000
1404,Hyundai,2001,253139,3000
1405,Lamborghini,1990,283668,40000
1406,Tesla,2016,269900,40000
1407,Toyota,2019,78039,40000
1408,Lamborghini,1985,52706,3000
1409,Suzuki,1984,262551,3000
1410,BMW,1990,88091,3000
1411,Suzuki,1997,113714,3000
1412,Nissan,2013,115000,40000
1413,Subaru,1989,263186,3000
1414,Porsche,2005,10170,40000
1415,Jaguar,1972,235986,3000
1416,Land Rover,2004,261651,40000
1417,Subaru,1982,284315,40000
1418,Ferrari,1996,296062,40000
1419,Hyundai,1983,208359,40000
1420,Audi,1996,148674,3000
1421,Suzuki,2006,136238,3000
1422,Suzuki,2001,8256,3000
1423,Nissan,1996,15353,3000
1424,Volkswagen,1972,175084,3000
1425,Porsche,2000,158459,3000
1426,Ferrari,1974,109075,3000
1427,Volvo,1981,254147,40000
1428,Mercedes,2006,167788,3000
1429,Subaru,1980,131592,3000
1430,Chevrolet,1980,102062,3000
1431,Ferrari,2023,45524,40000
1432,Volvo,1986,149761,3000
1433,Land Rover,2000,39580,3000
1434,Kia,1981,122133,40000
1435,Nissan,1972,17149,40000
1436,Ferrari,2012,166302,3000
1437,Honda,2001,267513,40000
1438,Lamborghini,2021,118884,40000
1439,Ford,1970,127580,40000
1440,Lamborghini,1994,129074,3000
1441,Porsche,2012,185195,3000
1442,Land Rover,1982,24461,40000
1443,Mercedes,2008,207267,40000
1444,Lamborghini,1997,114737,40000
1445,Chevrolet,1992,299212,40000
1446,Mercedes,2018,52597,40000
1447,Mazda,1995,194628,40000
1448,Nissan,1982,67445,40000
1449,Nissan,1978,175526,3000
1450,Toyota,2020,111876,40000
1451,Volvo,2007,184772,3000
1452,Suzuki,1990,40574,3000
1453,Honda,1974,183187,3000
1454,Suzuki,1999,283971,3000
1455,Chevrolet,1978,289098,3000
1456,Mercedes,1996,273214,3000
1457,Mercedes,2014,286169,3000
1458,Land Rover,2001,147919,40000
1459,Land Rover,1971,52155,40000
1460,Mazda,1989,6857,40000
1461,Suzuki,2022,238241,3000
1462,Volvo,1999,28276,3000
1463,Volkswagen,1987,176382,3000
1464,Suzuki,2015,36045,40000
1465,Mazda,1973,94295,3000
1466,Porsche,1998,269579,40000
1467,Kia,2007,162766,40000
1468,Honda,2008,192392,40000
1469,Honda,2019,205952,3000
1470,Porsche,1995,212095,3000
1471,Tesla,2005,51225,3000
1472,Jaguar,1977,197813,40000
1473,Chevrolet,2004,161854,3000
1474,Jaguar,2008,282981,3000
1475,Lamborghini,1999,71206,40000
1476,Kia,2013,192405,40000
1477,Volvo,1972,184497,3000
1478,Toyota,1976,134237,40000
1479,Suzuki,1989,243712,3000
1480,Honda,2015,285747,40000
1481,Suzuki,1972,224938,3000
1482,BMW,2004,7305,40000
1483,Ferrari,1983,212141,3000
1484,Volkswagen,2023,144679,40000
1485,Tesla,1987,35369,40000
1486,Nissan,1992,52225,3000
1487,Land Rover,1983,152383,3000
1488,Kia,1974,230451,40000
1489,Mazda,2006,103479,40000
1490,Audi,1988,274001,3000
1491,Tesla,1992,161579,3000
1492,Hyundai,1995,224219,40000
1493,Mercedes,1987,69681,40000
1494,Lamborghini,1997,182220,40000
1495,Toyota,2007,41433,40000
1496,Volkswagen,2011,280254,40000
1497,Honda,1991,154111,3000
1498,BMW,1971,206811,40000
1499,Volkswagen,2022,107389,3000
1500,Toyota,1991,60722,40000
1501,Audi,1988,87606,3000
1502,Mazda,1994,250646,3000
1503,Nissan,1981,75817,40000
1504,Volvo,1978,161826,40000
1505,Volvo,1977,157455,3000
1506,Ferrari,2009,167707,40000
1507,Lamborghini,2023,67376,3000
1508,Mazda,2008,215804,40000
1509,Suzuki,1991,287440,40000
1510,Volvo,1979,141422,3000
1511,BMW,1972,206130,3000
1512,Land Rover,2019,127042,3000
1513,Jaguar,2023,126192,3000
1514,Kia,1979,195368,3000
1515,Ford,1977,278216,40000
1516,Ferrari,2007,297778,3000
1517,Ferrari,2000,99204,40000
1518,Porsche,2017,80892,3000
1519,Tesla,1977,223653,3000
1520,Volvo,1992,130328,40000
1521,Kia,2004,229367,40000
1522,Mazda,2017,31343,40000
1523,Volkswagen,1994,216356,40000
1524,Tesla,1979,239583,40000
1525,Land Rover,2014,175756,3000
1526,Ferrari,2011,164025,3000
1527,Jaguar,1976,226307,40000
1528,Chevrolet,1997,232312,3000
1529,Ferrari,2019,88950,40000
1530,Kia,1981,58142,40000
1531,Ford,1976,68818,3000
1532,Volkswagen,2018,139948,40000
1533,Volvo,2011,297507,40000
1534,Toyota,1985,94676,40000
1535,Audi,1980,121892,3000
1536,Volvo,1978,25006,3000
1537,Volvo,1982,189385,40000
1538,Mazda,1995,56512,40000
1539,Porsche,2022,236812,40000
1540,Ferrari,1990,240422,40000
1541,Land Rover,2008,70606,40000
1542,Honda,1985,173943,3000
1543,Volvo,1992,211426,3000
1544,Mercedes,1984,260276,40000
1545,Jaguar,2019,282812,40000
1546,Land Rover,2008,120175,3000
1547,Jaguar,2008,200643,3000
1548,Jaguar,2022,250854,3000
1549,Porsche,1987,137321,3000
1550,Jaguar,2013,171160,40000
1551,Lamborghini,2011,268076,40000
1552,Toyota,2008,104224,3000
1553,Audi,2011,263028,40000
1554,Tesla,1976,160003,40000
1555,Jaguar,2020,249340,40000
1556,Subaru,2012,139929,3000
1557,Ford,2013,8789,40000
1558,Volkswagen,1984,52464,40000
1559,Toyota,1971,61554,40000
1560,Suzuki,1999,18188,40000
1561,Volvo,1980,227287,40000
1562,Mercedes,1982,40444,40000
